id,name,mass,fall,year,longtitude,latitude
11669,Hammadah al Hamra 186,1280,Found,1996,13.27367,28.71217
11677,Hammadah al Hamra 194,1255,Found,1996,13.47017,28.65517
12347,Korra Korrabes,140000,Found,1996,-18.08333,25.2
16560,Meteorite Hills 96501,4939.3,Found,1996,-155.75,79.68333
16571,Meteorite Hills 96512,2133.5,Found,1996,-159.75,79.68333
16769,Mount DeWitt 96600,1644.4,Found,1996,-159.83333,77.2
18831,Piplia Kalan,42000,Fell,1996,73.94167,26.03472
22383,Rammya,2481,Found,1996,-3.91667,31.16667
24128,Uruq al Hadd 002,3700,Found,1996,52.16667,18.5
47701,Bouri,9100,Found,1996,40.56667,10.26667
56552,Rencoret 001,1992,Found,1996,0,23.17556
9,Abu Moharek,4500,Found,1997,29.83583,27.23944
385,Adrar Madet,1113,Found,1997,10.4,18.5
5166,Bur-Abor,290000,Found,1997,41.65,3.98333
5309,Cerro del Inca,20600,Found,1997,0,22.21667
5780,Dar al Gani 232,1338,Found,1997,16.08617,27.16583
5796,Dar al Gani 248,1890,Found,1997,16.2045,27.20667
5799,Dar al Gani 251,2412,Found,1997,16.376830000000002,27.11583
5804,Dar al Gani 256,7141,Found,1997,16.17817,27.06117
5842,Dar al Gani 294,1616,Found,1997,16.36733,27.202
5846,Dar al Gani 298,2459,Found,1997,16.70467,26.78917
5861,Dar al Gani 313,3294,Found,1997,15.9015,26.80733
5866,Dar al Gani 318,4236,Found,1997,15.873,27.14317
5870,Dar al Gani 322,1126,Found,1997,16.14033,27.09917
5871,Dar al Gani 323,2711,Found,1997,15.7175,28.3
5881,Dar al Gani 333,1050,Found,1997,16.23183,27.13017
5917,Dar al Gani 369,1001,Found,1997,15.90133,27.94867
5939,Dar al Gani 391,1605,Found,1997,16.167,27.35683
6035,Dar al Gani 487,8189,Found,1997,16.41667,27.38333
6036,Dar al Gani 488,3259,Found,1997,16.11667,27.26667
6037,Dar al Gani 489,2146,Found,1997,16.08333,27.13333
6045,Dar al Gani 497,1604,Found,1997,16.0715,27.20333
6048,Dar al Gani 500,1030,Found,1997,16.28317,27.33083
6050,Dar al Gani 502,4242,Found,1997,16.11533,27.28883
6069,Dar al Gani 521,1567,Found,1997,16.234,27.311
6092,Dar al Gani 544,1589,Found,1997,16.45933,26.96333
6099,Dar al Gani 551,5265,Found,1997,16.12567,27.27683
6106,Dar al Gani 558,1125,Found,1997,15.847,27.54767
6117,Dar al Gani 570,1250,Found,1997,15.85933,27.547
6194,Dar al Gani 647,1425,Found,1997,16.13333,27.16667
6281,Dar al Gani 734,1378,Found,1997,16.05,27.13183
6496,Dar al Gani 956,15000,Found,1997,15.9925,27.13267
7806,El Hammami,240000,Found,1997,-10.81667,23.28333
11688,Hammadah al Hamra 205,1880,Found,1997,13.27633,28.56517
11689,Hammadah al Hamra 206,1100,Found,1997,13.334,28.58883
11696,Hammadah al Hamra 213,1209,Found,1997,13.31867,28.482
11697,Hammadah al Hamra 214,1637,Found,1997,13.23133,28.50267
11700,Hammadah al Hamra 217,1267,Found,1997,13.0285,28.548
11701,Hammadah al Hamra 218,2540,Found,1997,13.323,28.64483
11703,Hammadah al Hamra 220,4153,Found,1997,12.62533,28.932
11704,Hammadah al Hamra 221,1227,Found,1997,11.54067,29.22083
11705,Hammadah al Hamra 222,3393,Found,1997,11.60167,29.187
11706,Hammadah al Hamra 223,2833,Found,1997,11.60567,29.18633
11708,Hammadah al Hamra 225,2469,Found,1997,12.334,28.95933
11710,Hammadah al Hamra 227,1920,Found,1997,12.64833,28.66
11719,Hammadah al Hamra 236,8261,Found,1997,13.06517,28.52633
11720,Hammadah al Hamra 237,3173,Found,1997,13.04917,28.60933
11723,Hammadah al Hamra 240,1624,Found,1997,11.36117,29.44983
11724,Hammadah al Hamra 241,1579,Found,1997,11.35383,29.44367
11725,Hammadah al Hamra 242,1440,Found,1997,12.88567,29.04117
11731,Hammadah al Hamra 248,2345,Found,1997,12.77533,28.643
11733,Hammadah al Hamra 250,2650,Found,1997,12.92833,28.82867
12203,Juancheng,100000,Fell,1997,115.41667,35.5
12310,Kimba,1492,Found,1997,-136.41667,33.21667
18889,Primm,3383,Found,1997,-115.36667,35.66667
20408,Queen Alexandra Range 97001,2358.3,Found,1997,-168,84
20409,Queen Alexandra Range 97002,1384.3,Found,1997,-168,84
20410,Queen Alexandra Range 97003,1384.3,Found,1997,-168,84
20413,Queen Alexandra Range 97006,4057.5,Found,1997,-168,84
20419,Queen Alexandra Range 97012,1272.5,Found,1997,-168,84
20425,Queen Alexandra Range 97018,2883.9,Found,1997,-168,84
22814,Sahara 97001,25450,Found,1997,0,0
22815,Sahara 97002,2540,Found,1997,0,0
22816,Sahara 97003,1251,Found,1997,0,0
22824,Sahara 97012,1430,Found,1997,0,0
22844,Sahara 97035,9750,Found,1997,0,0
22845,Sahara 97036,9905,Found,1997,0,0
22850,Sahara 97044,2100,Found,1997,0,0
22854,Sahara 97049,2060,Found,1997,0,0
22873,Sahara 97070,1250,Found,1997,0,0
22875,Sahara 97072,1270,Found,1997,0,0
22890,Sahara 97087,11210,Found,1997,0,0
22893,Sahara 97090,2510,Found,1997,0,0
22894,Sahara 97091,6140,Found,1997,0,0
22896,Sahara 97093,1359,Found,1997,0,0
22897,Sahara 97095,7304,Found,1997,0,0
22898,Sahara 97096,2516,Found,1997,0,0
22899,Sahara 97097,12300,Found,1997,0,0
22948,Sahara 97153,3790,Found,1997,0,0
22952,Sahara 97158,1050,Found,1997,0,0
22966,Sahara 97172,1159,Found,1997,0,0
22968,Sahara 97175,2138,Found,1997,0,0
22969,Sahara 97176,1165,Found,1997,0,0
22972,Sahara 97179,1080,Found,1997,0,0
22974,Sahara 97181,2230,Found,1997,0,0
22975,Sahara 97182,1240,Found,1997,0,0
22996,Sahara 97210,3200,Found,1997,0,0
22997,Sahara 97211,4140,Found,1997,0,0
23673,Souslovo,19300,Found,1997,55.78727,55.4295
23991,Tiffa 001,26900,Found,1997,11.933,19.949
23992,Tiffa 002,4705,Found,1997,11.52683,19.696
23994,Tiffa 004,1362,Found,1997,11.87517,19.955
24005,Tindouf,1550,Found,1997,-8.13333,27.75
24188,Vissannapeta,1303.8,Fell,1997,80.75,16.83333
24337,Worden,1551,Fell,1997,-83.6115,42.38467
4988,Bechar 001,39000,Found,1998,-3.33333,30.83333
4989,Bechar 002,12000,Found,1998,-3.33333,30.83333
5155,Bruceville,83000,Found,1998,-121.405,38.295
5313,Chadong,3700,Fell,1998,109.31667,28.53333
5945,Dar al Gani 397,1008,Found,1998,15.91533,27.81833
5947,Dar al Gani 399,11455,Found,1998,15.94283,27.86667
5948,Dar al Gani 400,1425,Found,1998,16.19883,27.3695
5950,Dar al Gani 402,1861,Found,1998,15.9115,27.814
5954,Dar al Gani 406,5100,Found,1998,15.82383,28.14033
5980,Dar al Gani 432,1555,Found,1998,15.985,27.4475
5988,Dar al Gani 440,1561,Found,1998,16.263,27.48333
6001,Dar al Gani 453,1896,Found,1998,15.935,27.804
6003,Dar al Gani 455,2670,Found,1998,15.92667,27.80517
6007,Dar al Gani 459,1082,Found,1998,15.9145,27.814330000000002
6008,Dar al Gani 460,2310,Found,1998,15.921,27.80383
6009,Dar al Gani 461,1228,Found,1998,15.86333,28.019
6011,Dar al Gani 463,1916,Found,1998,15.86483,27.01167
6014,Dar al Gani 466,1296,Found,1998,15.845,28.01
6015,Dar al Gani 467,1731,Found,1998,15.84283,28.00883
6018,Dar al Gani 470,4152,Found,1998,15.95233,27.78533
6024,Dar al Gani 476,2015,Found,1998,16.20067,27.35267
6025,Dar al Gani 477,16128,Found,1998,16.003,27.74767
6026,Dar al Gani 478,7367,Found,1998,15.98183,27.75467
6122,Dar al Gani 575,3200,Found,1998,16.38917,27.217
6134,Dar al Gani 587,1105,Found,1998,16.083,27.1515
6140,Dar al Gani 593,1040,Found,1998,15.881,27.63917
6142,Dar al Gani 595,14931,Found,1998,15.90133,27.63917
6147,Dar al Gani 600,1190,Found,1998,16.67483,26.91633
6149,Dar al Gani 602,1055,Found,1998,16.13933,26.99317
6153,Dar al Gani 606,1362,Found,1998,16.69783,26.879
6155,Dar al Gani 608,1870,Found,1998,16.36083,26.97033
6157,Dar al Gani 610,44000,Found,1998,16.73333,26.85
6159,Dar al Gani 612,1492,Found,1998,16.364,27.26917
6166,Dar al Gani 619,1050,Found,1998,16.30367,27.47883
6171,Dar al Gani 624,1750,Found,1998,16.18833,27.3705
6182,Dar al Gani 635,1390,Found,1998,16.679,26.90483
6183,Dar al Gani 636,2975,Found,1998,16.54917,26.881
6184,Dar al Gani 637,1149,Found,1998,16.65167,26.88217
6185,Dar al Gani 638,8170,Found,1998,16.15,26.95
6188,Dar al Gani 641,1030,Found,1998,16.46917,26.96417
6284,Dar al Gani 737,1053,Found,1998,16.0645,27.1895
6288,Dar al Gani 741,20500,Found,1998,16.28333,27.08167
6289,Dar al Gani 742,2222,Found,1998,16.05,27.13333
6293,Dar al Gani 746,2300,Found,1998,16.10317,27.15217
6406,Dar al Gani 859,2517,Found,1998,16.34633,26.98067
6448,Dar al Gani 901,9000,Found,1998,16.9135,27.88083
6509,Dar al Gani 969,3145,Found,1998,16.34967,26.98017
6604,Dashoguz,7000,Fell,1998,59.685,41.98444
10171,Foum Zguid,6000,Found,1998,-6.9,30.06667
10993,Graves Nunataks 98001,7296.7,Found,1998,0,86.71667
11006,Graves Nunataks 98014,1130.7,Found,1998,0,86.71667
11007,Graves Nunataks 98015,1201.9,Found,1998,0,86.71667
11023,Graves Nunataks 98031,2309.8,Found,1998,0,86.71667
11024,Graves Nunataks 98032,1699.5,Found,1998,0,86.71667
11033,Graves Nunataks 98041,1081.5,Found,1998,0,86.71667
11041,Graves Nunataks 98049,2341.9,Found,1998,0,86.71667
11176,Graves Nunataks 98186,29000,Found,1998,0,86.71667
11741,Hammadah al Hamra 258,1210,Found,1998,11.43217,28.8585
11742,Hammadah al Hamra 259,5055,Found,1998,11.56667,28.75
11906,Hope Creek,9830,Found,1998,-146.26667,65.38333
12161,Jiddat al Harasis 102,1007.33,Found,1998,56.98178,19.51185
12379,Kunya-Urgench,1100000,Fell,1998,59.2,42.25
12414,Lahmada,7360,Found,1998,-9.5,27.16667
12424,Lahmada 011,1520,Found,1998,-9.7505,27.23033
12425,Lahmada 012,2510,Found,1998,-9.7585,27.23333
12426,Lahmada 013,1373,Found,1998,-9.75817,27.2335
12428,Lahmada 015,1455,Found,1998,-9.75767,27.2335
16719,Monahans (1998),2587,Fell,1998,-102.85833,31.60833
17062,Northwest Africa 052,1088,Found,1998,-5.18333,31.11667
18052,Ourique,20000,Fell,1998,-8.28,37.60833
18056,Overland Park,1374,Found,1998,-94.66667,38.96667
18874,Portales Valley,71400,Fell,1998,-103.295,34.175
22795,Safsaf,11870,Found,1998,-4.66667,30.26667
22999,Sahara 98034,10345,Found,1998,0,0
23001,Sahara 98044,3145,Found,1998,0,0
23004,Sahara 98088,2580,Found,1998,0,0
23010,Sahara 98175,1335,Found,1998,0,0
23560,Shişr 025,7293.48,Found,1998,53.8319,18.1074
30384,Zag,175000,Fell,1998,-9.33333,27.33333
30390,Zakłodzie,8680,Found,1998,22.86611,50.76278
30392,Zapaliname,85000,Found,1998,-100.75,25.00944
30398,Zegdou,6700,Found,1998,-4.5,29.75
32788,Yamato 980433,1497.5,Found,1998,0,0
33666,Northwest Africa 3342,1250,Found,1998,0,0
34272,Northwest Africa 4000,1465,Found,1998,0,0
34273,Northwest Africa 4001,1113,Found,1998,0,0
36652,Yamato 980026,1054,Found,1998,0,0
36705,Yamato 980079,1840,Found,1998,0,0
37101,Yamato 980478,1413.8,Found,1998,0,0
38731,Yamato 982109,2000,Found,1998,0,0
45812,Mount Leake,3667,Found,1998,-119.07333,25.87667
49146,Northwest Africa 5429,4205,Found,1998,0,0
54650,Dar al Gani 1058,1815,Found,1998,16.184,27.375
1307,Allan Hills 99506,1009.2,Found,1999,-159.66667,76.71667
2343,Asab,1530,Found,1999,-17.91667,25.43333
5045,Bilanga,25000,Fell,1999,-0.08333,12.45
5083,Bluewing 005,7200,Found,1999,-118.94657,40.28563
5623,Dar al Gani 1006,4150,Found,1999,15.90067,27.203
5652,Dar al Gani 1037,4012.4,Found,1999,16.21667,27.33333
6197,Dar al Gani 650,3700,Found,1999,16.01139,27.25861
6200,Dar al Gani 653,2125,Found,1999,16.36667,27.01667
6201,Dar al Gani 654,2478,Found,1999,16.06667,26.8
6217,Dar al Gani 670,1619,Found,1999,0,0
6219,Dar al Gani 672,1616,Found,1999,16.3,27.46667
6229,Dar al Gani 682,1998,Found,1999,16.18333,27.03333
6231,Dar al Gani 684,2210,Found,1999,16.38333,27.08333
6245,Dar al Gani 698,10400,Found,1999,0,0
6252,Dar al Gani 705,1120,Found,1999,16.4,26.96667
6296,Dar al Gani 749,95000,Found,1999,15.7645,27.30167
6305,Dar al Gani 758,2223,Found,1999,15.94067,27.76767
6310,Dar al Gani 763,3906,Found,1999,16.534,27.0155
6313,Dar al Gani 766,1806,Found,1999,16.53717,26.9705
6326,Dar al Gani 779,18800,Found,1999,16.4375,26.99233
6398,Dar al Gani 851,1395,Found,1999,15.893,27.20217
6400,Dar al Gani 853,2655,Found,1999,15.9045,27.197
6405,Dar al Gani 858,3810,Found,1999,15.89583,27.20233
6495,Dar al Gani 955,18500,Found,1999,16.20767,27.13183
6538,Dar al Gani 998,3522,Found,1999,15.9205,27.17433
6706,Dhofar 007,21270,Found,1999,54.18167,18.335
6707,Dhofar 008,2200,Found,1999,54.18833,18.34167
6708,Dhofar 009,2102,Found,1999,54.11,18.28167
6709,Dhofar 010,3527.6,Found,1999,54.19833,18.33833
6728,Dhofar 029,2792,Found,1999,54.8235,19.1005
6731,Dhofar 032,4002,Found,1999,54.794670000000004,19.122
6735,Dhofar 036,1587,Found,1999,54.8145,19.1275
6736,Dhofar 037,1024,Found,1999,54.79683,19.11733
6740,Dhofar 041,2356,Found,1999,54.82,19.10067
6742,Dhofar 043,1491,Found,1999,54.81283,19.10533
6745,Dhofar 046,1177,Found,1999,54.81967,19.1575
6748,Dhofar 049,2164,Found,1999,54.84533,19.176
6756,Dhofar 057,4588,Found,1999,54.7665,19.16217
6757,Dhofar 058,8852,Found,1999,54.75967,19.17067
6765,Dhofar 066,1001,Found,1999,54.6725,19.18467
6768,Dhofar 069,10083,Found,1999,54.731,19.15867
6773,Dhofar 074,2005,Found,1999,54.781,19.16717
6775,Dhofar 076,2876,Found,1999,54.56733,19.21767
6793,Dhofar 094,4395,Found,1999,54.56667,18.665
6794,Dhofar 095,1095,Found,1999,54.58783,18.67917
6797,Dhofar 098,1185,Found,1999,54.50833,18.755
6799,Dhofar 100,2551,Found,1999,54.4765,18.90967
6854,Dhofar 105,2984,Found,1999,54.79183,19.33517
6976,Dhofar 192,4779,Found,1999,54.24333,18.26167
6979,Dhofar 195,2384,Found,1999,54.24667,18.26333
7657,Djoumine,10000,Fell,1999,9.55,36.95
10115,Floydada (b),6266,Found,1999,-101.33333,33.98333
10946,Goose Creek,2132.3,Found,1999,-98.31833,37.435
11190,Great Sand Sea 019,12000,Found,1999,25.65778,25.53667
11470,Hagersville,30000,Found,1999,-80.15,42.96667
11771,Hammadah al Hamra 288,2625,Found,1999,12.57783,29.0755
11772,Hammadah al Hamra 289,3030,Found,1999,12.5655,29.09517
11773,Hammadah al Hamra 290,5205,Found,1999,12.6275,29.01483
11811,Hammadah al Hamra 328,30440,Found,1999,10.59167,28.95833
12091,Jiddat al Harasis 003,10830,Found,1999,55.75833,19.53
12094,Jiddat al Harasis 006,1318,Found,1999,56.29167,19.36
12100,Jiddat al Harasis 012,2178,Found,1999,55.77433,19.19633
12101,Jiddat al Harasis 013,1001,Found,1999,56.15583,19.17117
12105,Jiddat al Harasis 017,2608,Found,1999,56.11733,19.24217
12422,Lahmada 009,70000,Found,1999,-9.5,27.16667
16656,Miller Range 99300,2419.8,Found,1999,-157,83.25
16657,Miller Range 99301,4037.3,Found,1999,-157,83.25
16658,Miller Range 99302,1460,Found,1999,-157,83.25
16660,Miller Range 99304,1330.6,Found,1999,-157,83.25
16661,Miller Range 99305,1710.1,Found,1999,-157,83.25
17011,Northwest Africa 001,1200,Found,1999,0,0
17020,Northwest Africa 010,2000,Found,1999,-5.58333,29.91667
17036,Northwest Africa 026,1265,Found,1999,-5.83333,30.33333
17044,Northwest Africa 034,3500,Found,1999,-3.03333,32.05
17154,Northwest Africa 1202,1638,Found,1999,0,0
17174,Northwest Africa 1222,2800,Found,1999,0,0
17175,Northwest Africa 1223,2328,Found,1999,0,0
17179,Northwest Africa 1227,1050,Found,1999,0,0
17349,Northwest Africa 159,4500,Found,1999,-5.83333,30.33333
17442,Northwest Africa 176,2000,Found,1999,0,0
17663,Northwest Africa 251,1120,Found,1999,-5.58333,29.91667
17668,Northwest Africa 256,7000,Found,1999,-5.58333,29.91667
17671,Northwest Africa 265,1334,Found,1999,0,0
17718,Northwest Africa 426,1260,Found,1999,0,0
17737,Northwest Africa 469,7000,Found,1999,0,0
17763,Northwest Africa 512,8000,Found,1999,-5,23.6
17764,Northwest Africa 513,1000,Found,1999,-5,23.6
17765,Northwest Africa 514,2472,Found,1999,-6.88333,30.13333
17816,Northwest Africa 734,1150,Found,1999,-3.5,32.33333
17849,Northwest Africa 778,9747,Found,1999,-5.26667,29.41667
17852,Northwest Africa 820,2000,Found,1999,-4.18333,31.41667
21454,Queen Alexandra Range 99001,22000,Found,1999,-168,84
21455,Queen Alexandra Range 99002,2749.6,Found,1999,-168,84
21456,Queen Alexandra Range 99003,3492.1,Found,1999,-168,84
21457,Queen Alexandra Range 99004,2369.4,Found,1999,-168,84
21460,Queen Alexandra Range 99008,2228.5,Found,1999,-168,84
21461,Queen Alexandra Range 99009,1814.3,Found,1999,-168,84
21462,Queen Alexandra Range 99010,1293.4,Found,1999,-168,84
21463,Queen Alexandra Range 99011,1451.9,Found,1999,-168,84
21464,Queen Alexandra Range 99012,2016.8,Found,1999,-168,84
21467,Queen Alexandra Range 99015,1460.4,Found,1999,-168,84
21468,Queen Alexandra Range 99016,2166.4,Found,1999,-168,84
21469,Queen Alexandra Range 99017,4999,Found,1999,-168,84
21470,Queen Alexandra Range 99018,1000.2,Found,1999,-168,84
21475,Queen Alexandra Range 99023,1933,Found,1999,-168,84
21476,Queen Alexandra Range 99024,2074,Found,1999,-168,84
21548,Queen Alexandra Range 99096,1029.2,Found,1999,-168,84
23045,Sahara 99070,1780,Found,1999,0,0
23049,Sahara 99159,1023,Found,1999,0,0
23054,Sahara 99327,3320,Found,1999,0,0
23063,Sahara 99544,1360,Found,1999,0,0
23065,Sahara 99555,2710,Found,1999,0,0
23068,Sahara 99676,6050,Found,1999,0,0
23158,Sandy Creek,1330,Found,1999,-98.06667,40.43333
23184,Sarir Qattusah 005,1527,Found,1999,15.69183,26.8425
23194,Sayh al Uhaymir 002,2569,Found,1999,56.878,20.97183
23197,Sayh al Uhaymir 005,1344,Found,1999,57.32583,20.996
23200,Sayh al Uhaymir 008,8579,Found,1999,57.319,20.9805
23201,Sayh al Uhaymir 009,1848,Found,1999,57.307,20.9915
23202,Sayh al Uhaymir 010,4682,Found,1999,57.30583,20.992
23205,Sayh al Uhaymir 013,5496,Found,1999,57.32083,20.9655
23208,Sayh al Uhaymir 016,7745,Found,1999,57.32717,20.97867
23209,Sayh al Uhaymir 017,2059,Found,1999,57.31733,20.96833
23792,Talbachat n'aït Isfoul,8000,Found,1999,-5.23333,29.98333
23875,Taouz 002,8350,Found,1999,-3.96667,30.9
24093,Twodot,21400,Found,1999,-110.13333,46.7
30455,Coyote Dry Lake 024,2430,Found,1999,-116.77205,35.0715
30456,Coyote Dry Lake 033,5220,Found,1999,-116.7763,35.05605
30459,Coyote Dry Lake 061,2134,Found,1999,-116.7667,35.05242
30461,Coyote Dry Lake 064,1364.31,Found,1999,-116.7743,35.05817
30466,Coyote Dry Lake 115,1369,Found,1999,-116.76872,35.05865
30738,Kalahari 009,13500,Found,1999,-22.9766,20.9818
31314,Sahara 99477,9220,Found,1999,0,0
33135,Northwest Africa 2614,1500,Found,1999,0,0
35465,Katagum,1500,Fell,1999,10.08333,11.33333
47090,Northwest Africa 4910,2100,Found,1999,0,0
51707,Morrow County,18200,Found,1999,-119.5,45.5
56101,Catalina 003,3180,Found,1999,0,25.20467
5510,Danby Dry Lake,8991,Found,2000,-115.05,34.216667
6359,Dar al Gani 812,2022,Found,2000,16.4555,26.95867
6368,Dar al Gani 821,1103,Found,2000,16.44683,26.99533
6488,Dar al Gani 948,1032,Found,2000,15.97717,27.68717
6491,Dar al Gani 951,1080,Found,2000,15.8635,27.90167
6519,Dar al Gani 979,2483,Found,2000,16.18667,27.45017
6539,Dar al Gani 999,2106,Found,2000,16.36583,27.02583
6600,Daraj 145,3354,Found,2000,11.66472,29.64528
6601,Daraj 146,4553,Found,2000,11.7025,29.62778
6666,Derrick Peak 00200,10000,Found,2000,-156.38333,80.06667
6667,Derrick Peak 00201,2689.4,Found,2000,-156.38333,80.06667
6704,Dhofar 005,125500,Found,2000,54.16667,18.16667
6711,Dhofar 012,4472,Found,2000,54.23333,18.35833
6712,Dhofar 013,1070,Found,2000,54.23667,18.36667
6716,Dhofar 017,1736,Found,2000,54.13833,18.16
6718,Dhofar 019,1056,Found,2000,54.14833,18.315
6719,Dhofar 020,256000,Found,2000,54.51667,19.03333
6720,Dhofar 021,2534,Found,2000,54.17833,18.15333
6878,Dhofar 1071,4180,Found,2000,54.64743,18.85395
6894,Dhofar 109,2209,Found,2000,54.47817,18.7385
6895,Dhofar 110,1287,Found,2000,54.45483,18.43683
6907,Dhofar 122,1556,Found,2000,54.62467,18.9855
6908,Dhofar 123,1159,Found,2000,54.60433,19.0145
6910,Dhofar 125,2697,Found,2000,54.6005,18.98667
6912,Dhofar 127,1349,Found,2000,54.8345,19.29133
6914,Dhofar 129,1240,Found,2000,54.73183,19.29583
6916,Dhofar 131,9680,Found,2000,54.82267,19.136
6917,Dhofar 132,5010,Found,2000,54.58067,19.15
6920,Dhofar 135,1495,Found,2000,54.2615,18.33233
6923,Dhofar 138,5640,Found,2000,54.36933,18.31133
6924,Dhofar 139,1815,Found,2000,54.45217,18.33767
6925,Dhofar 140,3170,Found,2000,54.512,18.33583
6927,Dhofar 142,1835,Found,2000,54.23617,18.38233
6928,Dhofar 143,1785,Found,2000,54.16783,18.412
6931,Dhofar 146,8795,Found,2000,54.41567,18.34367
6933,Dhofar 148,5432,Found,2000,54.481,18.32167
6938,Dhofar 153,1025,Found,2000,54.81633,19.11067
6939,Dhofar 154,1045,Found,2000,54.82683,19.1175
6941,Dhofar 156,1780,Found,2000,54.64783,19.1465
6942,Dhofar 157,5300,Found,2000,54.79267,19.08833
6946,Dhofar 161,2506.1,Found,2000,54.84722,19.27139
6947,Dhofar 162,1967,Found,2000,54.36861,19.12944
6952,Dhofar 167,3636,Found,2000,54.615,19.05889
6953,Dhofar 168,1452,Found,2000,54.58167,19.04056
6967,Dhofar 183,1606.3,Found,2000,54.47306,18.84722
6971,Dhofar 187,3049.2,Found,2000,54.47056,18.85972
6984,Dhofar 200,1816,Found,2000,54.59833,19.30333
6986,Dhofar 202,1178.1,Found,2000,54.75667,19.41667
6996,Dhofar 212,1456,Found,2000,54.83167,18.86
7005,Dhofar 221,3536,Found,2000,54.19833,18.25167
7006,Dhofar 222,5680,Found,2000,54.37,18.69333
7007,Dhofar 223,1708,Found,2000,54.09667,18.26667
7022,Dhofar 239,4950,Found,2000,54.48,18.4235
7050,Dhofar 267,1910,Found,2000,54.21833,18.32667
7052,Dhofar 269,2006,Found,2000,54.515,19.03833
7054,Dhofar 271,1335,Found,2000,54.045,18.265
7074,Dhofar 291,1164,Found,2000,54.10333,18.24833
7079,Dhofar 296,1412,Found,2000,54.7,19.32833
7139,Dhofar 356,1372,Found,2000,54.73132,18.63768
7143,Dhofar 360,15300,Found,2000,54.78383,19.04002
7144,Dhofar 361,1715,Found,2000,54.85748,19.03272
7147,Dhofar 365,4623,Found,2000,54.79483,19.09138
7157,Dhofar 375,6933,Found,2000,54.79423,19.03822
7161,Dhofar 379,25000,Found,2000,54.76913,19.0084
7302,Dhofar 541,1233.3,Found,2000,54.18067,18.33433
7491,Dhofar 745,3600,Found,2000,54.65452,18.88637
7493,Dhofar 747,1555,Found,2000,54.73953,18.79565
7494,Dhofar 748,1030,Found,2000,54.71638,18.77152
7495,Dhofar 749,1730,Found,2000,54.78035,18.8773
7497,Dhofar 751,1155,Found,2000,54.71285,18.89213
7518,Dhofar 772,9187,Found,2000,54.76243,19.0855
7526,Dhofar 780,1856,Found,2000,54.67897,19.72137
7527,Dhofar 781,1200,Found,2000,54.71478,18.57135
7732,Dronino,40000,Found,2000,41.42167,54.74667
7805,El Gouanem,2100,Found,2000,-6.85,30.1
11191,Great Sand Sea 020,5420,Found,2000,25.73333,26.01667
11433,Guanaco,13100,Found,2000,0,25.1
11744,Hammadah al Hamra 261,1078,Found,2000,12.85083,28.455
11749,Hammadah al Hamra 266,3263,Found,2000,12.86367,28.47883
11763,Hammadah al Hamra 280,26500,Found,2000,12.972,28.47017
11764,Hammadah al Hamra 281,3598,Found,2000,13.213,28.4925
11768,Hammadah al Hamra 285,1236,Found,2000,13.20712,29.03857
11775,Hammadah al Hamra 292,3570,Found,2000,10.53783,29.021
11777,Hammadah al Hamra 294,3710,Found,2000,12.31667,29.1
11779,Hammadah al Hamra 296,27064,Found,2000,12.31667,29.1
11785,Hammadah al Hamra 302,1514,Found,2000,13.312,28.53683
11786,Hammadah al Hamra 303,1016,Found,2000,13.39917,28.54083
11793,Hammadah al Hamra 310,1265,Found,2000,13.204,29.44633
12002,Igdi,1470,Found,2000,-8.36667,29.23333
12070,Jalu,150000,Found,2000,21.68333,27.95833
12108,Jiddat al Harasis 020,1961,Found,2000,56.08592,19.83139
12109,Jiddat al Harasis 021,1400,Found,2000,56.09333,19.27
12116,Jiddat al Harasis 028,1060,Found,2000,55.40833,19.62167
12120,Jiddat al Harasis 058,4180,Found,2000,56.68707,19.80618
12126,Jiddat al Harasis 064,1140,Found,2000,55.64393,19.63623
12127,Jiddat al Harasis 065,1253,Found,2000,56.36367,19.25207
12290,Kharga,1040,Found,2000,25.04717,31.1325
12292,Khatiyah,1500,Found,2000,50.78333,25.43333
15635,Meteorite Hills 00400,4583.8,Found,2000,-155.75,79.68333
15671,Meteorite Hills 00436,1765.6,Found,2000,-155.75,79.68333
15672,Meteorite Hills 00437,2685.3,Found,2000,-155.75,79.68333
15673,Meteorite Hills 00438,3747.4,Found,2000,-155.75,79.68333
15674,Meteorite Hills 00439,2601.9,Found,2000,-155.75,79.68333
15675,Meteorite Hills 00440,1624.7,Found,2000,-155.75,79.68333
15676,Meteorite Hills 00441,1299.6,Found,2000,-155.75,79.68333
15677,Meteorite Hills 00442,1149.2,Found,2000,-155.75,79.68333
15679,Meteorite Hills 00444,1469.6,Found,2000,-155.75,79.68333
15680,Meteorite Hills 00445,1631.5,Found,2000,-155.75,79.68333
15681,Meteorite Hills 00446,1181.3,Found,2000,-155.75,79.68333
15682,Meteorite Hills 00447,1231.6,Found,2000,-155.75,79.68333
15683,Meteorite Hills 00448,1148.7,Found,2000,-155.75,79.68333
15684,Meteorite Hills 00449,1192.3,Found,2000,-155.75,79.68333
15694,Meteorite Hills 00459,1118.7,Found,2000,-155.75,79.68333
16691,Milton,2040,Found,2000,-95.37667,40.2875
17057,Northwest Africa 047,5200,Found,2000,0,0
17074,Northwest Africa 064,13700,Found,2000,0,0
17075,Northwest Africa 065,5094,Found,2000,0,0
17076,Northwest Africa 066,2858,Found,2000,0,0
17077,Northwest Africa 067,12000,Found,2000,0,0
17078,Northwest Africa 069,3808,Found,2000,0,0
